date,open,high,low,close,volume
2020-10-26 00:00:00+00:00,1615.0,1629.58,1567.78,1584.29,1791317
2020-10-27 00:00:00+00:00,1588.9319,1602.0,1576.99,1598.88,1295138
2020-10-28 00:00:00+00:00,1550.01,1553.81,1508.48,1510.8,2258675
2020-10-29 00:00:00+00:00,1517.02,1588.735,1516.55,1556.88,2770343
2020-10-30 00:00:00+00:00,1667.44,1681.315,1601.57,1616.11,4996197
2020-11-02 00:00:00+00:00,1623.54,1658.24,1614.24,1624.32,2211449
2020-11-03 00:00:00+00:00,1630.76,1659.0,1612.108,1645.66,1571641
2020-11-04 00:00:00+00:00,1705.5803,1770.03,1703.0,1745.85,3567149
2020-11-05 00:00:00+00:00,1770.45,1791.818,1741.03,1762.5,1987907
2020-11-06 00:00:00+00:00,1751.34,1768.495,1736.68,1759.73,1431084
2020-11-09 00:00:00+00:00,1795.98,1816.89,1757.545,1761.42,2672024
2020-11-10 00:00:00+00:00,1729.77,1759.38,1716.12,1737.72,2151058
2020-11-11 00:00:00+00:00,1748.4,1762.9,1743.06,1747.23,1591906
2020-11-12 00:00:00+00:00,1742.0,1764.98,1737.97,1742.82,1324363
2020-11-13 00:00:00+00:00,1748.0,1777.13,1735.98,1772.26,1487877
2020-11-16 00:00:00+00:00,1764.14,1794.34,1761.33,1774.03,1273393
2020-11-17 00:00:00+00:00,1767.86,1777.14,1759.49,1761.66,1066034
2020-11-18 00:00:00+00:00,1756.64,1765.0,1738.5658,1740.64,1005377
2020-11-19 00:00:00+00:00,1733.23,1763.49,1730.02,1758.57,1005340
2020-11-20 00:00:00+00:00,1762.0,1768.3625,1735.0,1736.38,1385322
2020-11-23 00:00:00+00:00,1740.22,1745.99,1710.18,1727.56,1127618
2020-11-24 00:00:00+00:00,1727.5,1766.475,1720.73,1763.9,1360436
2020-11-25 00:00:00+00:00,1767.81,1770.38,1748.36,1764.13,979957
2020-11-27 00:00:00+00:00,1764.54,1797.01,1764.54,1787.02,739507
2020-11-30 00:00:00+00:00,1775.65,1780.335,1747.84,1754.4,1620887
2020-12-01 00:00:00+00:00,1766.655,1821.7199,1763.03,1795.36,1861965
2020-12-02 00:00:00+00:00,1795.36,1832.74,1785.1695,1824.97,1471235
2020-12-03 00:00:00+00:00,1820.54,1843.83,1817.0,1821.84,1236366
2020-12-04 00:00:00+00:00,1820.22,1829.4994,1813.59,1823.76,1027242
2020-12-07 00:00:00+00:00,1815.55,1829.29,1803.04,1817.03,1114391
2020-12-08 00:00:00+00:00,1808.52,1815.97,1791.28,1811.33,996768
2020-12-09 00:00:00+00:00,1810.36,1828.37,1762.0001,1777.86,1586426
2020-12-10 00:00:00+00:00,1762.6,1774.99,1733.527,1767.65,1434416
2020-12-11 00:00:00+00:00,1760.0,1777.31,1752.74,1774.8,931431
2020-12-14 00:00:00+00:00,1770.72,1789.8,1749.13,1752.26,1652471
2020-12-15 00:00:00+00:00,1759.86,1764.0,1741.67,1761.08,1068292
2020-12-16 00:00:00+00:00,1769.11,1769.11,1749.06,1757.19,1233836
2020-12-17 00:00:00+00:00,1763.93,1766.71,1731.15,1740.51,1744005
2020-12-18 00:00:00+00:00,1746.1702,1748.36,1715.0,1726.22,4262837
2020-12-21 00:00:00+00:00,1709.13,1737.0,1694.0,1734.56,1698707
2020-12-22 00:00:00+00:00,1729.33,1732.6123,1705.78,1720.22,1018829
2020-12-23 00:00:00+00:00,1723.93,1744.11,1721.2,1728.23,1148684
2020-12-24 00:00:00+00:00,1729.0,1742.41,1724.35,1734.16,465638
2020-12-28 00:00:00+00:00,1744.91,1787.0,1741.82,1773.96,1379642
2020-12-29 00:00:00+00:00,1787.23,1788.47,1755.11,1757.76,986287
2020-12-30 00:00:00+00:00,1765.0,1767.76,1728.0,1736.25,1051308
2020-12-31 00:00:00+00:00,1737.27,1757.5,1736.09,1752.64,1053479
2021-01-04 00:00:00+00:00,1760.0,1762.4899,1707.14,1726.13,1866195
2021-01-05 00:00:00+00:00,1725.09,1746.83,1716.9,1740.05,1017962
2021-01-06 00:00:00+00:00,1700.255,1743.965,1696.1014,1722.88,2329401
2021-01-07 00:00:00+00:00,1726.76,1777.82,1726.76,1774.34,2096829
2021-01-08 00:00:00+00:00,1777.16,1799.355,1761.22,1797.83,1774226
2021-01-11 00:00:00+00:00,1777.02,1784.38,1752.14,1756.29,1740618
2021-01-12 00:00:00+00:00,1745.36,1767.9,1716.375,1737.43,1460563
2021-01-13 00:00:00+00:00,1727.32,1756.39,1727.32,1747.25,1171590
2021-01-14 00:00:00+00:00,1748.87,1767.5499,1726.07,1730.92,1460617
2021-01-15 00:00:00+00:00,1729.02,1747.62,1711.71,1727.62,1572214
2021-01-19 00:00:00+00:00,1743.0,1803.84,1732.83,1784.47,2082951
2021-01-20 00:00:00+00:00,1826.37,1899.7234,1819.51,1880.07,3207570
2021-01-21 00:00:00+00:00,1893.65,1932.08,1879.41,1884.15,2932973
2021-01-22 00:00:00+00:00,1891.46,1904.39,1876.495,1892.56,1637195
